,Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees,Affiliated Committee Id,Affiliated Committee Type,Affiliated Committee Name,Street one,Street two,City or town,State,ZIP code,lat,lon
67,H0AR04087,"HANSON, WILLIAM MR.[DEM]",C,1,DEM,0.0,0.0,929.98,0.0,-1915.51,-2845.49,0.0,0.0,0.0,0.0,0.0,70100.0,0.0,AR,4.0,,,,,,0.0,0.0,04/14/2021,0.0,0.0,C00717439,H,WILLIAM HANSON FOR CONGRESS,451 LAKELAND DRIVE. APT. H-6,,HOT SPRINGS,AR,71913.0,34.4480829,-93.0955649
68,H8AR04130,"SHAMEL, HAYDEN CATHERINE[DEM]",C,1,DEM,0.0,0.0,21.0,0.0,112.18,91.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,4.0,,,,,,0.0,0.0,01/13/2021,0.0,0.0,C00659235,H,HAYDEN SHAMEL FOR ARKANSAS,P.O. BOX 20695,,HOT SPRINGS,AR,71903.0,35.20105,-91.831833
69,H2AR04083,"COTTON, THOMAS[REP]",C,2,REP,4878968.62,1368642.23,3492022.96,300.0,6396952.99,7783898.65,0.0,0.0,0.0,0.0,0.0,73959.0,3356793.15,AR,4.0,,,,,,122000.0,0.0,12/31/2022,3000.0,0.0,,,,,,,,,0.0,0.0
70,H4AR04048,"WESTERMAN, BRUCE[REP]",I,2,REP,1944291.45,81657.47,1445546.44,0.0,976806.01,1475551.02,0.0,0.0,0.0,0.0,0.0,0.0,909878.88,AR,4.0,,,,,,941300.0,0.0,12/31/2022,8650.0,3600.0,C00548180,H,WESTERMAN FOR CONGRESS,PO BOX 21097,,HOT SPRINGS,AR,71903.0,35.20105,-91.831833
71,H4AS00036,"AMATA, AUMUA[REP]",I,2,REP,57300.0,5000.0,57524.13,10000.0,518.03,293.9,0.0,0.0,0.0,0.0,0.0,0.0,22000.0,AS,0.0,,,,,,29900.0,0.0,12/31/2022,0.0,0.0,C00393041,H,FRIENDS OF AMATA,POST OFFICE BOX 6171,,PAGO PAGO,AS,96799.0,14.271,170.1322
72,H0AZ01358,"PUTZOVA, EVA[DEM]",C,1,DEM,234.98,0.0,21118.24,12000.0,20883.26,0.0,234.98,0.0,0.0,0.0,0.0,0.0,0.0,AZ,1.0,,,,,,0.0,0.0,11/28/2022,0.0,0.0,C00694091,H,EVA PUTZOVA FOR CONGRESS,PO BOX 677,,FLAGSTAFF,AZ,86002.0,34.048928,-111.093731
73,H2AZ01404,"TORRES, GINGER SYKES[DEM]",C,1,DEM,124921.97,1000.0,129544.06,0.0,0.0,-4622.09,0.0,0.0,0.0,0.0,0.0,0.0,117921.97,AZ,1.0,,,,,,6000.0,0.0,12/31/2022,3150.0,0.0,C00801209,H,GINGER SYKES TORRES FOR ARIZONA,PO BOX 45482,,PHOENIX,AZ,85064.0,34.048928,-111.093731
74,H2AZ06221,"HODGE, JEVIN D[DEM]",C,1,DEM,2565414.5,31771.58,2550588.79,0.0,0.0,14825.71,0.0,0.0,0.0,0.0,0.0,0.0,2145593.64,AZ,1.0,,,,,,369257.93,0.0,12/31/2022,22787.99,10000.0,C00778464,H,FRIENDS OF JEVIN D. HODGE,PO BOX 4981,,SCOTTSDALE,AZ,85261.0,34.048928,-111.093731
75,H2AZ06254,"WILLIAMSON, W (WALTER) JOHN[DEM]",C,1,DEM,1150.0,0.0,289.73,0.0,0.0,860.27,100.0,0.0,0.0,0.0,0.0,0.0,1050.0,AZ,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00786640,H,WILLIAMSON FOR U.S. CONGRESS,2929 N. 70TH STREET,APT. 2044,SCOTTSDALE,AZ,85251.0,33.4935134,-111.9192394
76,H2AZ06270,"METZENDORF, ADAM[DEM]",C,1,DEM,308020.36,0.0,308020.36,0.0,0.0,0.0,77899.97,0.0,0.0,0.0,0.0,0.0,226920.39,AZ,1.0,,,,,,0.0,0.0,12/31/2022,7114.0,0.0,C00790972,H,ADAM METZENDORF FOR CONGRESS,1776 N SCOTTSDALE RD,#1524,SCOTTSDALE,AZ,85257.0,33.4619603,-111.9163918
77,H0AZ07082,"BARNETT, JOSH[REP]",C,2,REP,60275.85,0.0,62912.51,0.0,4561.11,1924.45,0.0,0.0,0.0,0.0,0.0,0.0,60275.85,AZ,1.0,,,,,,0.0,0.0,07/20/2022,0.0,0.0,C00702332,H,JOSH BARNETT FOR ARIZONA CONGRESS,1950 WEST ROSE GARDEN LANE,SUITE 130,PHOENIX,AZ,85027.0,33.6797612,-112.0925291
78,H2AZ01172,"RENZI, RICHARD G.[REP]",I,2,REP,0.0,0.0,1244.79,0.0,1244.79,0.0,0.0,0.0,0.0,0.0,0.0,456157.37,0.0,AZ,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00370874,H,RICK RENZI FOR CONGRESS,610 S. BOULEVARD,,TAMPA,FL,33606.0,27.9174523,-82.4522793
79,H2AZ01347,"MOORE FOR AZ, JOHN W[REP]",C,2,REP,181611.56,0.0,181611.56,0.0,0.0,0.0,0.0,133609.0,0.0,4158.16,0.0,140.9,47929.19,AZ,1.0,,,,,,0.0,0.0,09/30/2022,9000.0,0.0,C00771758,H,JOHN W. MOORE FOR CONGRESS,PO BOX 781,,WILLIAMS,AZ,86046.0,35.4158909,-112.1245406
80,H2AZ01370,"YATES, ANDY[REP]",C,2,REP,114706.0,0.0,114706.0,0.0,0.0,0.0,212.0,100000.0,0.0,96158.16,0.0,0.0,14494.0,AZ,1.0,,,,,,0.0,0.0,12/15/2022,0.0,0.0,C00795575,H,YATES FOR U.S. CONGRESS,135 N MONTEZUMA ST APT 27,,PRESCOTT,AZ,86301.0,34.591349,-112.4263118
81,H2AZ06247,"NORTON, ELIJAH[REP]",C,2,REP,5411314.27,0.0,5400811.57,0.0,0.0,10502.7,109097.32,4700000.0,0.0,0.0,0.0,4700000.0,600866.95,AZ,1.0,,,,,,0.0,0.0,12/31/2022,240855.0,0.0,C00786038,H,NORTON FOR CONGRESS,10789 NORTH 90TH STREET,STE#203,SCOTTSDALE,AZ,85260.0,33.6107386,-111.891472
82,H4AZ01145,"KIEHNE, GARY[REP]",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,1.0,,,,,,0.0,0.0,08/11/2022,0.0,0.0,C00572057,H,KIEHNE FOR CONGRESS,PO BOX 1974,,EAGAR,AZ,85925.0,34.0881098,-109.3229918
83,H8AZ01237,"SHEDD, TIFFANY[REP]",C,2,REP,14147.49,1432.83,76584.62,0.0,63347.13,910.0,0.0,0.0,0.0,67000.0,0.0,228140.37,-48.13,AZ,1.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00657155,H,TIFFANY SHEDD FOR CONGRESS COMMITTEE,111 W FLORENCE BLVD,SUITE 7,CASA GRANDE,AZ,85122.0,32.9171249,-111.7442097
84,H0AZ02281,"QUILTER, PETER[DEM]",C,1,DEM,0.0,0.0,1816.0,1048.0,1816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,2.0,,,,,,0.0,0.0,12/31/2021,0.0,0.0,C00736918,H,QUILTERFORCONGRESS- PETER QUILTER,2228 E CERRADA BALA,,TUCSON,AZ,85718.0,32.3333058,-110.9166048
85,H2AZ02329,"FRIESE, RANDALL S.[DEM]",C,1,DEM,705957.71,0.0,705957.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693011.72,AZ,2.0,,,,,,12000.0,0.0,03/09/2022,290120.45,0.0,C00774927,H,DR. FRIESE FOR ARIZONA,PO BOX 64925,,TUCSON,AZ,85728.0,34.048928,-111.093731
86,H6AZ01199,"O'HALLERAN, TOM[DEM]",I,1,DEM,4300864.23,85245.37,4322531.6,0.0,63147.21,41479.84,0.0,0.0,0.0,0.0,0.0,0.0,2715784.32,AZ,2.0,,,,,,1468832.77,10000.0,12/31/2022,39836.29,5900.0,C00582890,H,TOM O'HALLERAN FOR CONGRESS,PO BOX 63992,,PHOENIX,AZ,85082.0,34.048928,-111.093731
87,H8AZ02136,"HEINZ, MATTHEW GERALD[DEM]",O,1,DEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,AZ,2.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00647727,H,DR MATT HEINZ FOR ARIZONA,PO BOX 57698,,TUCSON,AZ,85732.0,34.048928,-111.093731
88,H0AZ02182,"MORGAN, JOSEPH DAVID[REP]",C,2,REP,0.0,0.0,321.0,0.0,556.91,241.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,2.0,,,,,,0.0,0.0,09/30/2021,0.0,0.0,C00698084,H,JOSEPH MORGAN FOR CONGRESS,P.O. BOX 13307,,TUCSON,AZ,85732.0,34.048928,-111.093731
89,H0AZ02232,"STAUTZ, SHAY[REP]",C,2,REP,0.0,0.0,6589.23,0.0,6589.23,0.0,0.0,0.0,0.0,6189.23,0.0,0.0,0.0,AZ,2.0,,,,,,0.0,0.0,02/04/2022,0.0,0.0,C00710582,H,SHAY STAUTZ FOR CONGRESS,5425 E BROADWAY BLVD #356,,TUCSON,AZ,85711.0,32.2152432,-110.8833885
90,H2AZ01339,"BLACKMAN, WALTER JACK[REP]",C,2,REP,1163969.62,0.0,1151626.08,0.0,0.0,12343.54,0.0,0.0,0.0,0.0,0.0,0.0,1097085.63,AZ,2.0,,,,,,10750.0,0.0,09/30/2022,60150.0,0.0,C00770974,H,WALT BLACKMAN FOR CONGRESS,1831 PRAIRIE ROAD,,SNOWFLAKE,AZ,85937.0,34.5737019,-110.0641023
91,H2AZ01354,"CRANE, ELI[REP]",C,2,REP,3779765.67,337786.62,3713509.96,123845.41,0.0,66255.71,0.0,100000.0,0.0,100000.0,0.0,0.0,3071496.5,AZ,2.0,,,,,,259900.0,4600.0,12/31/2022,2032.79,0.0,C00784934,H,ELI CRANE FOR CONGRESS,PO BOX 1950,,CORTARO,AZ,85652.0,34.048928,-111.093731
92,H2AZ01362,"WATKINS, RONALD[REP]",C,2,REP,262318.38,0.0,262318.38,0.0,0.0,0.0,0.0,95000.0,0.0,47500.0,0.0,0.0,167136.41,AZ,2.0,,,,,,0.0,0.0,09/30/2022,4902.0,0.0,C00791715,H,RON WATKINS FOR CONGRESS,135 WEST ELMER LANE,UNIT 208,TONTO BASIN,AZ,85553.0,33.8472694,-111.1865638
93,H2AZ02352,"LOWELL, DOUGLAS[REP]",O,2,REP,278696.15,0.0,278696.15,0.0,0.0,0.0,0.0,250000.0,0.0,86279.78,0.0,0.0,28389.76,AZ,2.0,,,,,,0.0,0.0,02/02/2022,0.0,0.0,C00785295,H,LOWELL FOR CONGRESS,1517 N. WILMOT PMB 158,,TUCSON,AZ,85712.0,32.2528858,-110.8865671
94,H2AZ02394,"FREE, LUCRETIA[REP]",O,2,REP,16697.49,0.0,16697.49,0.0,0.0,0.0,3900.0,0.0,0.0,0.0,0.0,14061.09,11765.0,AZ,2.0,,,,,,1000.0,0.0,09/27/2022,0.0,0.0,C00789073,H,FREE4CONGRESS COMMITTEE,7739 E. BROADWAY BLVD #214,,TUCSON,AZ,85710.0,32.2141329,-110.8237184
95,H2AZ02402,"DELUZIO, MARK[REP]",O,2,REP,1336959.93,0.0,1331651.61,0.0,0.0,5308.32,113492.35,1075000.0,0.0,0.0,0.0,1125000.0,129952.0,AZ,2.0,,,,,,0.0,0.0,12/31/2022,15800.0,0.0,C00799239,H,DELUZIO FOR CONGRESS,20987 N. JOHN WAYNE PKWY,SUITE B104-423,MARICOPA,AZ,85139.0,32.9799865,-112.1448518
96,H2AZ02410,"KRYSTOFIAK, STEVEN[REP]",O,2,REP,529863.08,0.0,516674.0,0.0,0.0,13189.08,0.0,333200.0,0.0,0.0,0.0,333200.0,178680.0,AZ,2.0,,,,,,0.0,0.0,12/31/2022,176805.0,0.0,C00801076,H,KRYSTOFIAK FOR CONGRESS,P.O. BOX 1208,,CAMP VERDE,AZ,86322.0,34.5002789,-111.8011579
97,H2AZ02428,"LIZER, MYRON[REP]",O,2,REP,735.52,0.0,735.52,0.0,0.0,0.0,735.52,0.0,0.0,0.0,0.0,0.0,0.0,AZ,2.0,,,,,,0.0,0.0,04/14/2022,0.0,0.0,C00808402,H,MYRON LIZER FOR CONGRESS,PO BOX 26141,,ALEXANDRIA,VA,22313.0,37.431573,-78.656894
98,H2AZ08102,"MCSALLY, MARTHA[REP]",I,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,2.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00512236,H,MCSALLY FOR CONGRESS,PO BOX 19128,,TUCSON,AZ,85731.0,34.048928,-111.093731
99,H8AZ02201,"MARTIN, BRANDON RAY[REP]",O,2,REP,785.08,0.0,606.19,0.0,-178.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,AZ,2.0,,,,,,0.0,0.0,09/20/2021,0.0,0.0,C00698373,H,MARTIN FOR FREEDOM,PO BOX 1436,,SIERRA VISTA,AZ,85635.0,31.5710113,-110.1702349
100,H4AZ07043,"GALLEGO, RUBEN[DEM]",I,1,DEM,2933465.25,15521.27,2273861.31,0.0,616971.05,1276574.99,0.0,0.0,0.0,0.0,0.0,0.0,2039449.38,AZ,3.0,,,,,,856325.0,0.0,12/31/2022,17083.79,0.0,C00558627,H,GALLEGO FOR ARIZONA,PO BOX 1710,,PHOENIX,AZ,85001.0,34.048928,-111.093731
101,H2AZ03152,"POZZOLO, LUIS B[REP]",C,2,REP,268102.04,0.0,268102.04,0.0,0.0,0.0,0.0,175000.0,0.0,69832.77,0.0,0.0,89482.32,AZ,3.0,,,,,,1500.0,1000.0,12/31/2022,0.0,0.0,C00791046,H,LUIS B POZZOLO FOR US CONGRESS,19363 N TOYA ST,,MARICOPA,AZ,85138.0,33.0072862,-111.9892581
102,H2AZ07187,"ZINK, JEFFREY NELSON MR[REP]",C,2,REP,73781.24,0.0,54677.95,0.0,0.0,19103.29,0.0,40000.0,0.0,0.0,0.0,40000.0,33281.24,AZ,3.0,,,,,,500.0,0.0,12/31/2022,0.0,0.0,C00766402,H,JEFF ZINK FOR CONGRESS,2030 W. BASELINE ROAD #106,,PHOENIX,AZ,85041.0,33.3859301,-112.110307
103,H6AZ03179,"SAN MIGUEL, EDNA[REP]",C,2,REP,0.0,0.0,0.0,0.0,0.0,2583.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,3.0,,,,,,0.0,0.0,03/12/2021,0.0,0.0,C00579060,H,THE COMMITTEE TO ELECT SAN MIGUEL FOR CONGRESS,2782 W. SAINT TROPAZ AVE.,,TUCSON,AZ,85713.0,32.1945703,-111.014995
104,H2AZ04192,"STAHL, JUDITH[DEM]",C,1,DEM,260844.23,0.0,261679.59,0.0,0.0,-835.36,0.0,0.0,0.0,0.0,0.0,0.0,260844.23,AZ,4.0,,,,,,0.0,0.0,02/17/2022,11600.0,0.0,C00772186,H,JUDY STAHL FOR CONGRESS,303 E. GURLEY STREET,STE 183,PRESCOTT,AZ,86301.0,34.591349,-112.4263118
105,H8AZ09040,"STANTON, GREG[DEM]",I,1,DEM,4314114.15,36276.95,5325426.86,0.0,1044654.6,33341.89,0.0,0.0,0.0,0.0,0.0,0.0,3016678.74,AZ,4.0,,,,,,1250680.76,10000.0,12/31/2022,3589.63,3000.0,C00657304,H,STANTON FOR CONGRESS,4340 E INDIAN SCHOOL ROAD,SUITE 21-518,PHOENIX,AZ,85018.0,33.5059563,-111.985386
106,H2AZ04135,"GOULD, RON[REP]",C,2,REP,0.0,0.0,0.0,0.0,4473.28,4473.28,0.0,0.0,0.0,0.0,0.0,141741.2,0.0,AZ,4.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00506253,H,GOULD FOR CONGRESS ,PO BOX 3145,,LAKE HAVASU CITY ,AZ,86405.0,34.048928,-111.093731
107,H2AZ09175,"WHEELESS, TANYA CONTRERAS[REP]",C,2,REP,1285979.4,118132.06,1285879.4,0.0,0.0,100.0,0.0,55000.0,0.0,0.0,0.0,0.0,1055376.33,AZ,4.0,,,,,,55675.13,0.0,11/28/2022,196031.84,15000.0,C00786715,H,TANYA FOR ARIZONA,PO BOX 12796,,TEMPE,AZ,85284.0,33.3380754,-111.9344689
108,H2AZ09183,"DAVISON, JERONE[REP]",C,2,REP,150263.16,0.0,150262.88,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,148677.33,AZ,4.0,,,,,,0.0,0.0,12/31/2022,600.0,0.0,C00788356,H,JERONE DAVISON FOR CONGRESS,1753 E. BROADWAY RD,SUITE 101 - 450,TEMPE,AZ,85282.0,33.3936822,-111.9316977
109,H2AZ09191,"COOPER, KELLY[REP]",C,2,REP,2342076.93,201771.88,2283332.74,83073.29,0.0,58744.19,5810.0,1349279.68,0.0,757523.0,0.0,591756.68,642308.98,AZ,4.0,,,,,,138400.0,0.0,12/31/2022,6406.06,0.0,C00798637,H,COOPER FOR AZ-04,PO BOX 30844,,BETHESDA,MD,20824.0,39.045755,-76.641271
110,H0AZ05185,"RAMOS, JAVIER GARCIA MR.[DEM]",C,1,DEM,16642.54,0.0,15626.17,0.0,0.0,1016.37,3300.0,6000.0,0.0,0.0,0.0,0.0,6701.65,AZ,5.0,,,,,,0.0,0.0,12/08/2022,0.0,0.0,C00813923,H,PAID FOR BY JAVIER GARCIA RAMOS,20270 EAST RAVEN DRIVE,,QUEEN CREEK,AZ,85142.0,33.1999903,-111.6362938
111,H8AZ05154,"GREENE, JOAN[DEM]",C,1,DEM,20769.36,0.0,25005.84,0.0,4236.48,0.0,0.0,0.0,0.0,0.0,0.0,126268.19,20769.36,AZ,5.0,,,,,,0.0,0.0,06/30/2021,50.0,0.0,C00640938,H,JOAN GREENE FOR CONGRESS,4802 E RAY RD,SUITE 23-134,PHOENIX,AZ,85044.0,33.3529568,-112.0190824
112,H6AZ05083,"BIGGS, ANDY MR.[REP]",I,2,REP,2116014.71,14971.42,2531589.72,0.0,651046.86,235471.85,0.0,0.0,0.0,40000.0,0.0,0.0,1987265.2,AZ,5.0,,,,,,93550.0,0.0,12/31/2022,12852.22,0.0,C00610451,H,BIGGS FOR CONGRESS,228 S WASHINGTON ST,SUITE 115,ALEXANDRIA,VA,22314.0,38.8068603,-77.0564394
113,H6AZ05091,"OLSON, JUSTIN[REP]",O,2,REP,1000.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,99296.77,1000.0,AZ,5.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00611574,H,VOTE JUSTIN OLSON,3531 E KENWOOD ST,,MESA,AZ,85213.0,33.4487329,-111.7690146
114,H2AZ05173,"SMITH, CLINT[IND]",C,3,IND,197482.53,0.0,197482.53,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,182732.53,AZ,5.0,,,,,,12750.0,0.0,12/31/2022,1050.0,0.0,C00800979,H,CLINT SMITH FOR CONGRESS,9221 EAST BASELINE ROAD #109,PMB 412,MESA,AZ,85209.0,33.3754499,-111.6386696
115,H0AZ06084,"GENTLES, KARL E[DEM]",C,1,DEM,0.0,0.0,0.0,0.0,2541.06,2541.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,6.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00723197,H,KARL GENTLES FOR CONGRESS,PO BOX 43413,,PHOENIX,AZ,85080.0,34.048928,-111.093731
116,H2AZ02311,"ENGEL, KIRSTEN[DEM]",C,1,DEM,2474877.8,10390.71,2469071.03,0.0,0.0,1305.37,7300.0,0.0,0.0,0.0,0.0,5347.3,2233623.6,AZ,6.0,,,,,,222517.11,100.0,12/31/2022,31297.82,0.0,C00773820,H,ENGEL FOR ARIZONA,PO BOX 40721,,TUCSON,AZ,85717.0,34.048928,-111.093731
117,H2AZ02337,"URREA, MARCOS J[DEM]",C,1,DEM,10623.37,0.0,10350.51,0.0,0.0,272.86,2003.0,0.0,0.0,0.0,0.0,0.0,8120.29,AZ,6.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00776203,H,FRIENDS OF MARCOS J URREA,4058 E. HARLEY ST.,,TUCSON,AZ,85712.0,32.2528858,-110.8865671
118,H2AZ02345,"HERNANDEZ, DANIEL[DEM]",O,1,DEM,1196216.32,0.0,1194731.97,0.0,0.0,1484.35,11120.0,0.0,0.0,0.0,0.0,0.0,1018652.26,AZ,6.0,,,,,,150450.0,12750.0,12/31/2022,53803.0,20900.0,C00780155,H,DANIEL HERNANDEZ FOR CONGRESS,PO BOX 40476,,TUCSON,AZ,85717.0,34.048928,-111.093731
119,H2AZ06213,"ULIS, ERIC[DEM]",C,1,DEM,6568.6,0.0,6336.85,0.0,0.0,231.75,139.62,167.98,0.0,167.98,0.0,0.0,6261.0,AZ,6.0,,,,,,0.0,0.0,09/30/2021,0.0,0.0,C00768879,H,ERIC ULIS FOR CONGRESS,2146 E ROCKWOOD DR,,PHOENIX,AZ,85024.0,33.7361039,-112.029599
120,H8AZ04165,"DISANTO, DELINA[DEM]",C,1,DEM,177850.56,0.0,183046.71,0.0,5973.88,-8828.97,0.0,10600.0,0.0,0.0,0.0,0.0,166929.94,AZ,6.0,,,,,,250.0,0.0,12/31/2022,813.0,0.0,C00672154,H,DELINA DISANTO FOR CONGRESS,PO BOX 4809,,CAVE CREEK,AZ,85327.0,34.048928,-111.093731
121,H8AZ08083,"TIPIRNENI, HIRAL VYAS[DEM]",C,1,DEM,23790.47,0.0,58763.17,0.0,34972.7,0.0,0.0,0.0,0.0,49683.95,0.0,0.0,0.0,AZ,6.0,,,,,,0.0,0.0,03/31/2022,645.0,0.0,C00649897,H,HIRAL FOR CONGRESS,P.O. BOX 43256,,PHOENIX,AZ,85080.0,34.048928,-111.093731
122,H0AZ01184,"FLAKE, JEFF MR.[REP]",C,2,REP,0.0,0.0,253916.17,0.0,1095111.05,841194.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,6.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,,,,,,,,,0.0,0.0
123,H2AZ02360,"CISCOMANI, JUAN[REP]",O,2,REP,3398846.75,403412.61,3344411.15,148567.0,0.0,54435.6,0.0,0.0,0.0,0.0,0.0,0.0,2461613.49,AZ,6.0,,,,,,518850.0,6500.0,12/31/2022,34659.06,2100.0,C00798645,H,CISCOMANI FOR AZ-06,PO BOX 30844,,BETHESDA,MD,20824.0,39.045755,-76.641271
124,H2AZ02378,"WINN, KATHLEEN[REP]",O,2,REP,363264.01,750.25,346725.4,0.0,0.0,16538.61,48250.0,166300.0,0.0,0.0,0.0,200332.01,147963.76,AZ,6.0,,,,,,0.0,0.0,12/31/2022,21300.0,0.0,C00785196,H,KATHLEEN WINN FOR CONGRESS,8987 E. TANQUE VERDE,#309-420,TUCSON,AZ,85749.0,32.2895842,-110.7335283
125,H2AZ06239,"KONCZAL, KEVIN[REP]",C,2,REP,12179.69,0.0,12179.69,0.0,0.0,0.0,0.0,2600.0,0.0,2600.0,0.0,0.0,9579.69,AZ,6.0,,,,,,0.0,0.0,10/15/2021,0.0,0.0,C00780718,H,KONCZAL FOR CONGRESS,13225 N. FOUNTAIN HILLS BLVD. #315,,FOUNTAIN HILLS,AZ,85268.0,33.606089,-111.7432765
126,H2AZ06288,"TOWNSEND, KELLY[REP]",C,2,REP,21097.95,0.0,21097.95,0.0,0.0,0.0,1004.57,0.0,0.0,0.0,0.0,0.0,19897.34,AZ,6.0,,,,,,0.0,0.0,07/15/2022,10600.0,0.0,C00800664,H,TOWNSEND FOR CONGRESS,PO BOX 3004,,GILBERT,AZ,85299.0,34.048928,-111.093731
127,H2AZ06304,"MAYBERRY, YOUNG[REP]",C,2,REP,32099.34,0.0,25323.57,0.0,2052.37,-3747.74,0.0,0.0,0.0,0.0,0.0,0.0,32099.34,AZ,6.0,,,,,,0.0,0.0,07/13/2022,0.0,0.0,C00803171,H,YOUNG MAYBERRY FOR US HOUSE,721 W STAR DUST TRAIL,,ST DAVID,AZ,85630.0,31.8865722,-110.1810465
128,H4AZ06045,"SCHWEIKERT, DAVID S.[REP]",I,2,REP,2018409.26,208745.25,2025054.46,778.25,59582.15,52936.95,0.0,259630.0,0.0,79874.22,0.0,205171.06,1049046.51,AZ,6.0,,,,,,490943.5,0.0,12/31/2022,25151.97,0.0,C00773218,H,SCHWEIKERT FOR AZ-01 REPUBLICAN NOMINEE FUND 2022,PO BOX 9891,,ARLINGTON,VA,22219.0,37.431573,-78.656894
129,H2AZ02055,"PASTOR, ED L[DEM]",C,1,DEM,0.0,0.0,94444.3,0.0,94444.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AZ,7.0,,,,,,0.0,0.0,06/30/2021,0.0,0.0,C00251918,H,PASTOR FOR ARIZONA,PO BOX 1978,,PHOENIX,AZ,85001.0,34.048928,-111.093731
130,H2AZ07070,"GRIJALVA, RAUL M[DEM]",I,1,DEM,660513.91,0.0,680516.72,0.0,226208.67,206205.86,0.0,0.0,0.0,0.0,0.0,9421.5,447764.56,AZ,7.0,,,,,,199497.0,0.0,12/31/2022,3485.91,0.0,C00374058,H,A WHOLE LOT OF PEOPLE FOR GRIJALVA CONGRESSIONAL COMMITTEE,PO BOX 1242,,TUCSON,AZ,85702.0,34.048928,-111.093731
131,H2AZ07195,"BECKER, NINA[REP]",C,2,REP,-1309815.55,0.0,900.19,0.0,3041986.86,1731271.12,0.0,0.0,0.0,0.0,0.0,0.0,-1262849.95,AZ,7.0,,,,,,-35815.35,-11150.25,07/20/2022,0.0,0.0,C00780197,H,,,,,,,0.0,0.0
132,H0AZ08072,"MUSCATO, MICHAEL ARCHANGEL[DEM]",C,1,DEM,12211.66,0.0,35945.64,9796.44,10171.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12211.66,AZ,8.0,,,,,,0.0,0.0,06/30/2021,0.0,0.0,C00703124,H,MUSCATO FOR CONGRESS,9802 W BELL RD,P.O. BOX 1737,SUN CITY,AZ,85351.0,33.6061308,-112.2841138
133,H0AZ08080,"OLSEN, ROBERT[DEM]",C,1,DEM,0.0,0.0,33578.2,0.0,33578.2,0.0,0.0,0.0,0.0,33578.2,0.0,0.0,0.0,AZ,8.0,,,,,,0.0,0.0,01/28/2022,0.0,0.0,C00715748,H,FRIENDS OF BOB OLSEN 4 CONGRESS,14955 W BELL RD,PO BOX 9367,SURPRISE,AZ,85374.0,33.6409957,-112.3783303
134,H2AZ08201,"SPREITZER, JEREMY[DEM]",C,1,DEM,855.0,0.0,733.81,0.0,0.0,121.19,20.0,0.0,0.0,0.0,0.0,0.0,835.0,AZ,8.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,C00826354,H,JEREMY SPREITZER FOR CONGRESS,21517 N 120TH AVE,,SUN CITY,AZ,85373.0,33.6714227,-112.2996556
135,H8AZ08158,"LESKO, DEBBIE[REP]",I,2,REP,1198976.4,67386.93,884874.66,0.0,688632.93,1002734.67,0.0,0.0,0.0,0.0,0.0,0.0,701155.61,AZ,8.0,,,,,,417645.32,850.0,12/31/2022,1899.67,6051.82,C00663914,H,DEBBIE LESKO FOR CONGRESS,PO BOX 45388,,PHOENIX,AZ,85064.0,34.048928,-111.093731
